0,0,AT,CN,IB,IR,OB,OT,RF,TB,UR,,class,guid,segment_no,equal
0,AT,0.57,0.02,0.03,0.1,0,0.1,0.18,0,0,,CN,5ebfad44-0000-6287-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.49,0.03,0.03,0.09,0.01,0.14,0.21,0,0,,CN,5ebfad44-0000-628c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.56,0.02,0.03,0.08,0,0.11,0.2,0,0,,CN,5ebfad44-0000-6291-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.03,0.04,0.1,0,0.12,0.19,0.01,0,,CN,5ebfad44-0000-6296-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.02,0.04,0.11,0.01,0.09,0.22,0,0,,CN,5ebfad44-0000-629b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.49,0.03,0.04,0.08,0,0.13,0.22,0.01,0,,CN,5ebfad44-0000-62a0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.1,0,0.09,0.17,0,0,,CN,5ebfad44-0000-62a5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.49,0.02,0.05,0.08,0,0.13,0.22,0.01,0,,CN,5ebfad44-0000-62aa-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.04,0.11,0,0.08,0.21,0.01,0,,CN,5ebfad44-0000-62af-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.02,0.03,0.09,0,0.13,0.16,0,0,,CN,5ebfad44-0000-62b4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.02,0.03,0.11,0,0.09,0.22,0.01,0,,CN,5ebfad44-0000-62b9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.02,0.04,0.09,0,0.13,0.15,0,0,,CN,5ebfad44-0000-62be-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.1,0,0.08,0.16,0,0,,CN,5ebfad44-0000-62c3-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.55,0.02,0.04,0.07,0,0.14,0.18,0,0,,CN,5ebfad44-0000-62c8-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.1,0,0.09,0.17,0,0,,CN,5ebfad44-0000-62cd-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.02,0.05,0.09,0,0.13,0.19,0.01,0,,CN,5ebfad44-0000-62d2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.1,0,0.09,0.17,0,0,,CN,5ebfad44-0000-62d7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.02,0.05,0.09,0,0.13,0.19,0.01,0,,CN,5ebfad44-0000-62dc-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.03,0.12,0,0.09,0.21,0,0,,CN,5ebfad44-0000-62e1-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.02,0.04,0.07,0.01,0.13,0.16,0,0,,CN,5ebfad44-0000-62e6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.02,0.08,0,0.09,0.21,0,0,,CN,5ebfad44-0000-62eb-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.03,0.07,0.01,0.13,0.16,0,0,,CN,5ebfad44-0000-62f0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.02,0.1,0,0.09,0.18,0,0,,CN,5ebfad44-0000-62f5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.04,0.07,0,0.13,0.15,0,0,,CN,5ebfad44-0000-62fa-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.1,0,0.07,0.17,0,0,,CN,5ebfad44-0000-62ff-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.09,0,0.11,0.14,0,0,,CN,5ebfad44-0000-6304-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.09,0.17,0,0,,CN,5ebfad44-0000-6309-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.09,0,0.11,0.14,0,0,,CN,5ebfad44-0000-630e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.02,0.1,0,0.07,0.15,0,0,,CN,5ebfad44-0000-6313-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.03,0.09,0,0.12,0.12,0,0,,CN,5ebfad44-0000-6318-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.1,0.16,0,0,,CN,5ebfad44-0000-631d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.09,0,0.12,0.13,0,0,,CN,5ebfad44-0000-6322-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.1,0.16,0,0,,CN,5ebfad44-0000-6327-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.02,0.02,0.07,0,0.14,0.15,0,0,,CN,5ebfad44-0000-632c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.02,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-6331-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.02,0.07,0,0.14,0.14,0,0,,CN,5ebfad44-0000-6336-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.08,0,0.1,0.17,0,0,,CN,5ebfad44-0000-633b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.07,0,0.14,0.15,0,0,,CN,5ebfad44-0000-6340-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.08,0,0.1,0.17,0,0,,CN,5ebfad44-0000-6345-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.04,0.07,0,0.14,0.15,0,0,,CN,5ebfad44-0000-634a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.08,0,0.1,0.17,0,0,,CN,5ebfad44-0000-634f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.04,0.07,0,0.14,0.15,0,0,,CN,5ebfad44-0000-6354-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.08,0,0.1,0.17,0,0,,CN,5ebfad44-0000-6359-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.03,0.09,0,0.12,0.12,0,0,,CN,5ebfad44-0000-635e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.65,0.02,0.01,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-6363-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.03,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-6368-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-636d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.03,0.02,0.07,0,0.14,0.14,0,0,,CN,5ebfad44-0000-6372-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.03,0.03,0.08,0,0.1,0.16,0,0,,CN,5ebfad44-0000-6377-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.03,0.02,0.07,0,0.14,0.14,0,0,,CN,5ebfad44-0000-637c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.08,0,0.1,0.16,0,0,,CN,5ebfad44-0000-6381-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.03,0.03,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-6386-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-638b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-6390-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.02,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-6395-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-639a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.09,0,0.1,0.16,0,0,,CN,5ebfad44-0000-639f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.02,0.07,0,0.14,0.14,0,0,,CN,5ebfad44-0000-63a4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-63a9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.03,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-63ae-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.08,0,0.1,0.16,0,0,,CN,5ebfad44-0000-63b3-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-63b8-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-63bd-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-63c2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.65,0.03,0.01,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-63c7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-63cc-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.07,0,0.1,0.16,0,0,,CN,5ebfad44-0000-63d1-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.03,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-63d6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-63db-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-63e0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-63e5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.02,0.05,0,0.14,0.14,0,0,,CN,5ebfad44-0000-63ea-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.08,0,0.1,0.15,0,0,,CN,5ebfad44-0000-63ef-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-63f4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.07,0,0.1,0.16,0,0,,CN,5ebfad44-0000-63f9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.65,0.03,0.01,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-63fe-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.09,0,0.09,0.14,0,0,,CN,5ebfad44-0000-6403-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.04,0.01,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-6408-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.09,0,0.09,0.14,0,0,,CN,5ebfad44-0000-640d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.06,0,0.15,0.13,0,0,,CN,5ebfad44-0000-6412-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.07,0,0.11,0.16,0,0,,CN,5ebfad44-0000-6417-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.06,0,0.15,0.13,0,0,,CN,5ebfad44-0000-641c-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.11,0.16,0.02,0.03,0.01,0.63,0.04,0,0,,CN,5ebfad44-0000-864f-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.08,0.22,0,0.02,0,0.59,0.08,0,0.01,,CN,5ebfad44-0000-8654-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.04,0.01,0.03,0,0.23,0.05,0,0,,CN,5ebfad44-0000-8659-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.05,0.01,0.05,0,0.2,0.05,0,0,,CN,5ebfad44-0000-865e-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0,0.41,0,0,0.01,0.53,0.05,0,0,,CN,5ebfad44-0000-8929-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.48,0.01,0.11,0.08,0,0.07,0.21,0,0.04,,CN,5ebfad44-0000-9af0-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.11,0,0,0,0,0.01,0.87,0,0.01,,CN,5ebfad44-0000-9b8b-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.01,0,0,0,0,0.03,0.96,0,0,,CN,5ebfad44-0000-9b90-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.46,0.01,0.11,0.09,0,0.08,0.21,0,0.04,,CN,5ebfad44-0000-9ca8-3135-383936323031,xmed-Z4-SS9-1,0
2,IB,0.03,0,0.89,0.06,0,0.01,0.01,0,0,,IB,5ebfad44-0000-a17d-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.87,0.03,0.01,0,0.04,0,0,,IB,5ebfad44-0000-a195-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.84,0.07,0,0.01,0.02,0,0.01,,IB,5ebfad44-0000-a1b1-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.04,0,0.83,0.07,0,0.02,0.03,0,0.01,,IB,5ebfad44-0000-a1cd-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.02,0,0.87,0.08,0,0,0.03,0,0,,IB,5ebfad44-0000-a1e9-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.1,0,0.79,0.07,0,0.01,0.03,0,0,,IB,5ebfad44-0000-a201-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.06,0,0.1,0.01,0,0.11,0.01,0,0.71,,UR,5ebfad44-0000-b045-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0.01,0,0.12,0.02,0,0.63,,UR,5ebfad44-0000-b049-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0.01,0,0.12,0.02,0,0.63,,UR,5ebfad44-0000-b04d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0.01,0,0.12,0.02,0,0.63,,UR,5ebfad44-0000-b051-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0.01,0,0.12,0.02,0,0.63,,UR,5ebfad44-0000-b055-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0.01,0,0.12,0.01,0,0.64,,UR,5ebfad44-0000-b059-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.09,0.01,0,0.12,0.01,0,0.65,,UR,5ebfad44-0000-b05d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.02,0,0.66,,UR,5ebfad44-0000-b061-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.01,0,0.67,,UR,5ebfad44-0000-b065-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.01,0,0.67,,UR,5ebfad44-0000-b069-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.11,0.02,0,0.66,,UR,5ebfad44-0000-b06d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b071-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b075-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b079-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.1,0.03,0,0.67,,UR,5ebfad44-0000-b07d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b081-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b085-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b089-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.08,0.01,0,0.1,0,0,0.68,,UR,5ebfad44-0000-b08d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b091-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.08,0.01,0,0.1,0,0,0.68,,UR,5ebfad44-0000-b095-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b099-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.11,0,0.08,0.01,0,0.1,0,0,0.7,,UR,5ebfad44-0000-b09d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.1,0,0.08,0.01,0,0.1,0,0,0.71,,UR,5ebfad44-0000-b0a1-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.05,0,0.09,0.01,0,0.11,0.03,0,0.71,,UR,5ebfad44-0000-b0a5-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.06,0,0.09,0.01,0,0.11,0.01,0,0.72,,UR,5ebfad44-0000-b0a9-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.06,0,0.09,0.01,0,0.12,0.01,0,0.71,,UR,5ebfad44-0000-b0ad-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.06,0,0.1,0.01,0,0.11,0.03,0,0.69,,UR,5ebfad44-0000-b0b1-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b0b5-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0,0.01,0.14,0.02,0,0.61,,UR,5ebfad44-0000-b0b9-3135-383936323031,xmed-Z4-SS9-1,1
0,AT,0.81,0,0,0.11,0,0,0.08,0,0,,CN,5ebfad44-0000-b0bd-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.13,0,0,0.15,0,0.01,0.71,0,0,,IR,5ebfad44-0000-b0c5-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.28,0,0.02,0.28,0,0.03,0.39,0,0,,IR,5ebfad44-0000-b0c9-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.01,0.99,0,0,,IR,5ebfad44-0000-b0cd-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.12,0,0.01,0.19,0,0.01,0.67,0,0,,IR,5ebfad44-0000-b0d1-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0.01,0,0,0.01,0.98,0,0,,IR,5ebfad44-0000-b0d5-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.1,0,0.01,0.14,0,0.04,0.7,0,0.01,,IR,5ebfad44-0000-b0d9-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.01,0.31,0.02,0.02,0.02,0.55,0.07,0,0,,IR,5ebfad44-0000-b0dd-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.03,0.22,0.03,0.09,0.01,0.55,0.06,0,0.01,,IR,5ebfad44-0000-b0e1-3135-383936323031,xmed-Z4-SS9-1,0
8,UR,0.14,0,0.09,0.01,0,0.11,0.02,0,0.63,,UR,5ebfad44-0000-b0e5-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.14,0,0.09,0.01,0,0.11,0.02,0,0.63,,UR,5ebfad44-0000-b0e9-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.14,0,0.09,0.01,0,0.11,0.01,0,0.64,,UR,5ebfad44-0000-b0ed-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.14,0,0.09,0.01,0,0.11,0.02,0,0.63,,UR,5ebfad44-0000-b0f1-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.14,0,0.09,0.01,0,0.11,0.02,0,0.63,,UR,5ebfad44-0000-b0f5-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.09,0.01,0,0.12,0.01,0,0.65,,UR,5ebfad44-0000-b0f9-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.01,0,0.67,,UR,5ebfad44-0000-b0fd-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.01,0,0.67,,UR,5ebfad44-0000-b101-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.12,0.02,0,0.66,,UR,5ebfad44-0000-b105-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.11,0.02,0,0.66,,UR,5ebfad44-0000-b109-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b10d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.1,0.03,0,0.67,,UR,5ebfad44-0000-b111-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.07,0.01,0,0.1,0.01,0,0.68,,UR,5ebfad44-0000-b115-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.1,0.03,0,0.67,,UR,5ebfad44-0000-b119-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.1,0.03,0,0.67,,UR,5ebfad44-0000-b11d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.08,0.01,0,0.1,0,0,0.68,,UR,5ebfad44-0000-b121-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b125-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b129-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b12d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.08,0.01,0,0.1,0,0,0.68,,UR,5ebfad44-0000-b131-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.08,0.01,0,0.1,0.02,0,0.67,,UR,5ebfad44-0000-b135-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.1,0,0.08,0.01,0,0.1,0.02,0,0.69,,UR,5ebfad44-0000-b139-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.1,0,0.08,0.01,0,0.1,0,0,0.71,,UR,5ebfad44-0000-b13d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.05,0,0.08,0,0,0.11,0.03,0,0.73,,UR,5ebfad44-0000-b141-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.08,0,0.08,0,0,0.11,0.03,0,0.7,,UR,5ebfad44-0000-b145-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.01,0,0.05,0,0,0.1,0.01,0,0.83,,UR,5ebfad44-0000-b149-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.01,0.01,0.03,0,0,0.19,0.01,0,0.75,,UR,5ebfad44-0000-b14d-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.01,0.08,0.03,0,0,0.25,0,0,0.63,,UR,5ebfad44-0000-b151-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.12,0,0.07,0.01,0,0.1,0.03,0,0.67,,UR,5ebfad44-0000-b155-3135-383936323031,xmed-Z4-SS9-1,1
8,UR,0.14,0,0.09,0,0,0.13,0.03,0,0.61,,UR,5ebfad44-0000-b159-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.26,0,0.49,0.07,0,0.05,0.07,0,0.06,,UR,5ebfad44-0000-b15d-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.13,0.01,0.19,0.27,0.08,0.03,0.03,0.03,0.23,,UR,5ebfad44-0000-b179-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.13,0,0.2,0.3,0.07,0.02,0.03,0.03,0.22,,UR,5ebfad44-0000-b195-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.17,0,0.21,0.28,0.06,0.01,0.03,0.02,0.22,,UR,5ebfad44-0000-b1b1-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.15,0,0.22,0.31,0.04,0.01,0.03,0.02,0.22,,UR,5ebfad44-0000-b1cd-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.11,0,0.28,0.3,0.02,0.01,0.05,0.02,0.21,,UR,5ebfad44-0000-b1e9-3135-383936323031,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.3,0.28,0.02,0.01,0.06,0.02,0.2,,UR,5ebfad44-0000-b205-3135-383936323031,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.3,0.3,0.02,0.01,0.06,0.02,0.18,,UR,5ebfad44-0000-b221-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.29,0.3,0.02,0.01,0.06,0.02,0.18,,UR,5ebfad44-0000-b23d-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.11,0,0.29,0.3,0.02,0.02,0.06,0.02,0.18,,UR,5ebfad44-0000-b259-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.28,0.3,0.02,0.02,0.06,0.02,0.18,,UR,5ebfad44-0000-b275-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.32,0.02,0.03,0.05,0.02,0.18,,UR,5ebfad44-0000-b291-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.34,0.02,0.01,0.05,0.02,0.18,,UR,5ebfad44-0000-b2ad-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.34,0.02,0.01,0.05,0.02,0.18,,UR,5ebfad44-0000-b2c9-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.34,0.02,0.01,0.05,0.02,0.18,,UR,5ebfad44-0000-b2e5-3135-383936323031,xmed-Z4-SS9-1,0
