class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,segment_no,edgeCount
RF,5b8c7ab1-0000-337b-3135-333539333737,432423.5896,-11699.97777,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-337e-3135-333539333737,432423.5828,-12899.97813,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3384-3135-333539333737,432423.5423,-15299.97771,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3387-3135-333539333737,432423.4645,-16299.97559,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-338a-3135-333539333737,432423.3684,-13499.60086,1912.00047,164581.9492,scw-C3-JD-24,72
RF,5b8c7ab1-0000-338d-3135-333539333737,432441.5,-12908.6038,2373.786938,1560128.468,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3390-3135-333539333737,432354.8186,-14861.2789,381.0317252,230812.8665,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3393-3135-333539333737,432645.1814,-14861.2789,381.0317252,230812.8665,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3396-3135-333539333737,432246.5,-14898.66827,12.5349477,55654.85877,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3399-3135-333539333737,432265.2122,-14845.97045,532.0917449,111200,scw-C3-JD-24,39
RF,5b8c7ab1-0000-339c-3135-333539333737,432315.5658,-14852.29645,158.4922947,17492.95005,scw-C3-JD-24,39
RF,5b8c7ab1-0000-339f-3135-333539333737,432315.5658,-14914.72443,164.8187319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-33a2-3135-333539333737,432753.5,-14898.66827,12.53494769,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-33a5-3135-333539333737,432734.7878,-14845.97045,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-33a8-3135-333539333737,432684.4342,-14852.29645,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-33ab-3135-333539333737,432684.4342,-14914.72443,164.8187319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-33ae-3135-333539333737,432417.5,13111.1527,1936.597244,115078.9546,scw-C3-JD-24,24
RF,5b8c7ab1-0000-33b1-3135-333539333737,432421.3543,-17299.97346,1666.193365,163747.855,scw-C3-JD-24,54
RF,5b8c7ab1-0000-33b4-3135-333539333737,432421.1876,-18299.97107,1761.192801,130148.1541,scw-C3-JD-24,54
RF,5b8c7ab1-0000-33b7-3135-333539333737,432420.9764,-19099.96952,1837.115058,103289.9351,scw-C3-JD-24,12
RF,5b8c7ab1-0000-33ba-3135-333539333737,432420.6164,-19899.9639,1913.080151,76419.77,scw-C3-JD-24,72
RF,5b8c7ab1-0000-33bd-3135-333539333737,432441.5,-18471.8761,2234.705217,632485.6414,scw-C3-JD-24,72
RF,5b8c7ab1-0000-33c0-3135-333539333737,432417.3751,-18629.67065,1352.929066,456138.586,scw-C3-JD-24,72
RF,5b8c7ab1-0000-33c7-3135-333539333737,432417.5,-20111.15268,1936.597244,115078.9546,scw-C3-JD-24,72
RF,5b8c7ab1-0000-33ca-3135-333539333737,432500,6708.604544,1599.999635,24000.21573,scw-C3-JD-24,12
RF,5b8c7ab1-0000-33cd-3135-333539333737,432500,-3708.604242,1555.003853,24000.21361,scw-C3-JD-24,42
RF,5b8c7ab1-0000-33d0-3135-333539333737,432500,-3291.395457,1555.003932,24000.21573,scw-C3-JD-24,12
RF,5b8c7ab1-0000-33d3-3135-333539333737,432500,-3708.604342,1055.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-33d6-3135-333539333737,432500,-3291.395549,1055.003926,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-33d9-3135-333539333737,432500,-13291.39568,1599.999626,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-33dc-3135-333539333737,432500,-13708.60445,1599.999581,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-33df-3135-333539333737,432500,-6150.000056,1826.645172,35999.98695,scw-C3-JD-24,114
RF,5b8c7ab1-0000-33e2-3135-333539333737,432500,-6149.998587,941.4399676,60000.0403,scw-C3-JD-24,114
AT,5b8c7ab1-0000-353b-3135-333539333737,439918.9757,4696.193334,2886.744998,73199.99369,scw-C3-JD-24,114
AT,5b8c7ab1-0000-353e-3135-333539333737,440081.0243,4696.193334,2886.745008,73199.98988,scw-C3-JD-24,162
AT,5b8c7ab1-0000-3541-3135-333539333737,439918.9757,3496.193234,2916.744998,73199.99369,scw-C3-JD-24,132
AT,5b8c7ab1-0000-3544-3135-333539333737,440081.0243,3496.193234,2916.745008,73199.98988,scw-C3-JD-24,12
AT,5b8c7ab1-0000-3547-3135-333539333737,440000,4700,3294.189657,249695.5731,scw-C3-JD-24,12
AT,5b8c7ab1-0000-354e-3135-333539333737,440000,4717.999999,3444.909006,86086.23237,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3555-3135-333539333737,440000,4681.999999,3444.909006,86086.23236,scw-C3-JD-24,42
AT,5b8c7ab1-0000-355c-3135-333539333737,440160,4766.210086,3130.340088,18739.23697,scw-C3-JD-24,12
AT,5b8c7ab1-0000-355f-3135-333539333737,440160,4634.720897,3132.423334,18226.8432,scw-C3-JD-24,12
AT,5b8c7ab1-0000-3562-3135-333539333737,439840,4766.210086,3130.340088,18739.23697,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3565-3135-333539333737,439840,4634.720897,3132.423334,18226.8432,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3568-3135-333539333737,439872.0984,4605.55353,2862.277697,53963.95762,scw-C3-JD-24,12
AT,5b8c7ab1-0000-356b-3135-333539333737,439872.0984,4785.497307,2857.77912,53963.96583,scw-C3-JD-24,12
AT,5b8c7ab1-0000-356e-3135-333539333737,440127.9016,4605.553531,2862.277715,53963.96586,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3571-3135-333539333737,440127.9016,4785.497307,2857.779103,53963.95765,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3574-3135-333539333737,440000,3499.9999,3310.924405,234894.4811,scw-C3-JD-24,12
AT,5b8c7ab1-0000-357b-3135-333539333737,440000,3517.999899,3444.909006,86086.23237,scw-C3-JD-24,12
AT,5b8c7ab1-0000-3582-3135-333539333737,440000,3481.999899,3444.909006,86086.23236,scw-C3-JD-24,42
AT,5b8c7ab1-0000-3589-3135-333539333737,440160,3566.209986,3160.340088,18739.23697,scw-C3-JD-24,42
AT,5b8c7ab1-0000-358c-3135-333539333737,440160,3434.720797,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-358f-3135-333539333737,439840,3566.209986,3160.340088,18739.23697,scw-C3-JD-24,48
AT,5b8c7ab1-0000-3592-3135-333539333737,439840,3434.720797,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-3595-3135-333539333737,439872.0984,3405.55343,2892.277697,53963.95762,scw-C3-JD-24,48
AT,5b8c7ab1-0000-3598-3135-333539333737,439872.0984,3585.497207,2887.77912,53963.96583,scw-C3-JD-24,123
AT,5b8c7ab1-0000-359b-3135-333539333737,440127.9016,3405.553431,2892.277715,53963.96586,scw-C3-JD-24,174
AT,5b8c7ab1-0000-359e-3135-333539333737,440127.9016,3585.497207,2887.779103,53963.95765,scw-C3-JD-24,174
AT,5b8c7ab1-0000-35a1-3135-333539333737,439918.9757,-11696.19337,2886.744999,73199.99503,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35a4-3135-333539333737,440081.0243,-11696.19337,2886.745007,73199.98789,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35a7-3135-333539333737,439918.9757,-10496.19327,2916.744999,73199.99503,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35aa-3135-333539333737,440081.0243,-10496.19327,2916.745007,73199.98789,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35ad-3135-333539333737,440000,-11700.00003,3294.189657,249695.5731,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35b4-3135-333539333737,440000,-11718.00003,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35bb-3135-333539333737,440000,-11682.00003,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35c2-3135-333539333737,440160,-11766.21012,3130.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35c5-3135-333539333737,440160,-11634.72093,3132.423334,18226.8432,scw-C3-JD-24,123
AT,5b8c7ab1-0000-35c8-3135-333539333737,439840,-11766.21012,3130.340088,18739.23697,scw-C3-JD-24,174
AT,5b8c7ab1-0000-35cb-3135-333539333737,439840,-11634.72093,3132.423334,18226.8432,scw-C3-JD-24,174
AT,5b8c7ab1-0000-35ce-3135-333539333737,439872.0984,-11605.55356,2862.277697,53963.95762,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35d1-3135-333539333737,439872.0984,-11785.49734,2857.77912,53963.96583,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35d4-3135-333539333737,440127.9016,-11605.55357,2862.277715,53963.96586,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35d7-3135-333539333737,440127.9016,-11785.49734,2857.779103,53963.95765,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35da-3135-333539333737,440000,-10499.99993,3310.924405,234894.4811,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35e1-3135-333539333737,440000,-10517.99993,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35e8-3135-333539333737,440000,-10481.99993,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35ef-3135-333539333737,440160,-10566.21002,3160.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-35f2-3135-333539333737,440160,-10434.72083,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-35f5-3135-333539333737,439840,-10566.21002,3160.340088,18739.23697,scw-C3-JD-24,48
AT,5b8c7ab1-0000-35f8-3135-333539333737,439840,-10434.72083,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-35fb-3135-333539333737,439872.0984,-10405.55346,2892.277697,53963.95762,scw-C3-JD-24,48
AT,5b8c7ab1-0000-35fe-3135-333539333737,439872.0984,-10585.49724,2887.77912,53963.96583,scw-C3-JD-24,123
AT,5b8c7ab1-0000-3601-3135-333539333737,440127.9016,-10405.55347,2892.277715,53963.96586,scw-C3-JD-24,174
AT,5b8c7ab1-0000-3604-3135-333539333737,440127.9016,-10585.49724,2887.779103,53963.95765,scw-C3-JD-24,174
AT,5b8c7ab1-0000-3607-3135-333539333737,432418.3303,4696.189184,2886.579023,73199.99372,scw-C3-JD-24,45
AT,5b8c7ab1-0000-360a-3135-333539333737,432581.6698,4696.189185,2886.579034,73199.98985,scw-C3-JD-24,45
AT,5b8c7ab1-0000-360d-3135-333539333737,432418.3303,3496.189084,2916.579023,73199.99372,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3610-3135-333539333737,432581.6698,3496.189085,2916.579034,73199.98985,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3613-3135-333539333737,432500,4700,3294.189657,249695.5731,scw-C3-JD-24,45
AT,5b8c7ab1-0000-361a-3135-333539333737,432500,4717.999999,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3621-3135-333539333737,432500,4681.999999,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3628-3135-333539333737,432660,4766.210086,3130.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-362b-3135-333539333737,432660,4634.720897,3132.423334,18226.8432,scw-C3-JD-24,123
AT,5b8c7ab1-0000-362e-3135-333539333737,432340,4766.210086,3130.340088,18739.23697,scw-C3-JD-24,174
AT,5b8c7ab1-0000-3631-3135-333539333737,432340,4634.720897,3132.423334,18226.8432,scw-C3-JD-24,174
AT,5b8c7ab1-0000-3634-3135-333539333737,432371.4649,4605.552496,2862.236337,53786.45762,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3637-3135-333539333737,432371.4649,4785.496273,2857.737761,53786.46581,scw-C3-JD-24,45
AT,5b8c7ab1-0000-363a-3135-333539333737,432628.5351,4605.552497,2862.236355,53786.46584,scw-C3-JD-24,45
AT,5b8c7ab1-0000-363d-3135-333539333737,432628.5351,4785.496273,2857.737743,53786.45766,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3640-3135-333539333737,432500,3499.9999,3310.924405,234894.4811,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3647-3135-333539333737,432500,3517.999899,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-364e-3135-333539333737,432500,3481.999899,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3655-3135-333539333737,432660,3566.209986,3160.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3658-3135-333539333737,432660,3434.720797,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-365b-3135-333539333737,432340,3566.209986,3160.340088,18739.23697,scw-C3-JD-24,48
AT,5b8c7ab1-0000-365e-3135-333539333737,432340,3434.720797,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-3661-3135-333539333737,432371.4649,3405.552396,2892.236337,53786.45762,scw-C3-JD-24,48
AT,5b8c7ab1-0000-3664-3135-333539333737,432371.4649,3585.496173,2887.737761,53786.46581,scw-C3-JD-24,123
AT,5b8c7ab1-0000-3667-3135-333539333737,432628.5351,3405.552397,2892.236355,53786.46584,scw-C3-JD-24,174
AT,5b8c7ab1-0000-366a-3135-333539333737,432628.5351,3585.496173,2887.737743,53786.45766,scw-C3-JD-24,174
AT,5b8c7ab1-0000-366d-3135-333539333737,432418.3303,-11696.18923,2886.579025,73199.99504,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3670-3135-333539333737,432581.6698,-11696.18923,2886.579033,73199.98789,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3673-3135-333539333737,432418.3303,-10496.18913,2916.579025,73199.99504,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3676-3135-333539333737,432581.6698,-10496.18913,2916.579033,73199.98789,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3679-3135-333539333737,432500,-11700.00005,3294.189657,249695.5731,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3680-3135-333539333737,432500,-11718.00005,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3687-3135-333539333737,432500,-11682.00005,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-368e-3135-333539333737,432660,-11766.21014,3130.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-3691-3135-333539333737,432660,-11634.72095,3132.423334,18226.8432,scw-C3-JD-24,123
AT,5b8c7ab1-0000-3694-3135-333539333737,432340,-11766.21014,3130.340088,18739.23697,scw-C3-JD-24,174
AT,5b8c7ab1-0000-3697-3135-333539333737,432340,-11634.72095,3132.423334,18226.8432,scw-C3-JD-24,174
AT,5b8c7ab1-0000-369a-3135-333539333737,432371.4649,-11605.55255,2862.236337,53786.45762,scw-C3-JD-24,45
AT,5b8c7ab1-0000-369d-3135-333539333737,432371.4649,-11785.49632,2857.737761,53786.46581,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36a0-3135-333539333737,432628.5351,-11605.55255,2862.236355,53786.46584,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36a3-3135-333539333737,432628.5351,-11785.49632,2857.737743,53786.45766,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36a6-3135-333539333737,432500,-10499.99995,3310.924405,234894.4811,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36ad-3135-333539333737,432500,-10517.99995,3444.909006,86086.23237,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36b4-3135-333539333737,432500,-10481.99995,3444.909006,86086.23236,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36bb-3135-333539333737,432660,-10566.21004,3160.340088,18739.23697,scw-C3-JD-24,45
AT,5b8c7ab1-0000-36be-3135-333539333737,432660,-10434.72085,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-36c1-3135-333539333737,432340,-10566.21004,3160.340088,18739.23697,scw-C3-JD-24,48
AT,5b8c7ab1-0000-36c4-3135-333539333737,432340,-10434.72085,3162.423334,18226.8432,scw-C3-JD-24,48
AT,5b8c7ab1-0000-36c7-3135-333539333737,432371.4649,-10405.55245,2892.236337,53786.45762,scw-C3-JD-24,48
AT,5b8c7ab1-0000-36ca-3135-333539333737,432371.4649,-10585.49622,2887.737761,53786.46581,scw-C3-JD-24,123
AT,5b8c7ab1-0000-36cd-3135-333539333737,432628.5351,-10405.55245,2892.236355,53786.46584,scw-C3-JD-24,174
AT,5b8c7ab1-0000-36d0-3135-333539333737,432628.5351,-10585.49622,2887.737743,53786.45766,scw-C3-JD-24,174
RF,5b8c7ab1-0000-36d3-3135-333539333737,434375.5,-11224.5,660.0004771,882310.3724,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36d6-3135-333539333737,434375.5,-11350.00002,660.0004691,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36d9-3135-333539333737,434375.5,-11224.5,1510.000477,882310.3723,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36dc-3135-333539333737,434375.5,-11350.00002,1510.000469,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36df-3135-333539333737,434375.5,-11224.5,2342.000477,882310.3724,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36e2-3135-333539333737,434375.5,-11350.00002,2342.000469,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36e5-3135-333539333737,428468.6195,-11224.50003,660.0004771,127248.6646,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36e8-3135-333539333737,428472.5,-11350.00002,660.0004705,65400,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36eb-3135-333539333737,428468.6195,-11224.50003,1510.000477,127248.6646,scw-C3-JD-24,123
RF,5b8c7ab1-0000-36ee-3135-333539333737,428472.5,-11350.00002,1510.000471,65400,scw-C3-JD-24,174
RF,5b8c7ab1-0000-36f1-3135-333539333737,428468.6195,-11224.50003,2342.000477,127248.6646,scw-C3-JD-24,174
RF,5b8c7ab1-0000-36f4-3135-333539333737,428472.5,-11350.00002,2342.000471,65400,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36f7-3135-333539333737,430624.5,-11224.5,660.0005748,882310.3723,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36fa-3135-333539333737,430624.5,-11350.00002,660.0005667,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-36fd-3135-333539333737,430624.5,-11224.5,1510.000575,882310.3723,scw-C3-JD-24,45
RF,5b8c7ab1-0000-3700-3135-333539333737,430624.5,-11350.00002,1510.000567,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-3703-3135-333539333737,430624.5,-11224.5,2342.000575,882310.3724,scw-C3-JD-24,45
RF,5b8c7ab1-0000-3706-3135-333539333737,430624.5,-11350.00002,2342.000567,448680,scw-C3-JD-24,45
RF,5b8c7ab1-0000-3709-3135-333539333737,434996,-11186.94504,1085.000401,132163.6778,scw-C3-JD-24,45
RF,5b8c7ab1-0000-370c-3135-333539333737,433754,-11186.94504,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-370f-3135-333539333737,434375,-11100.00002,1322.434293,74400.00373,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3712-3135-333539333737,434375,-11100.00002,847.5666706,74400,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3715-3135-333539333737,431246,-11186.94504,1085.000401,132163.6778,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3718-3135-333539333737,430004,-11186.94504,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-371b-3135-333539333737,430625,-11100.00002,1322.434293,74400.00373,scw-C3-JD-24,12
RF,5b8c7ab1-0000-371e-3135-333539333737,430625,-11100.00002,847.5666706,74400,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3721-3135-333539333737,438125,-11224.5,660.0004771,882547.3728,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3724-3135-333539333737,438125,-11350.00002,660.0004691,448799.9998,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3727-3135-333539333737,438125,-11224.5,1510.000477,882547.3727,scw-C3-JD-24,12
RF,5b8c7ab1-0000-372a-3135-333539333737,438125,-11350.00002,1510.000469,448799.9998,scw-C3-JD-24,72
RF,5b8c7ab1-0000-372d-3135-333539333737,438125,-11224.5,2342.000477,882547.3728,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3730-3135-333539333737,438125,-11350.00002,2342.000469,448799.9998,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3733-3135-333539333737,438746,-11186.94504,1085.000401,132163.6778,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3736-3135-333539333737,437504,-11186.94504,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3739-3135-333539333737,438125,-11100.00002,1322.434293,74400.00373,scw-C3-JD-24,12
RF,5b8c7ab1-0000-373c-3135-333539333737,438125,-11100.00002,847.5666706,74400,scw-C3-JD-24,132
RF,5b8c7ab1-0000-373f-3135-333539333737,441406.5116,-11224.5,659.9999294,660498.7031,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3742-3135-333539333737,441402.5,-11350.00002,659.9999015,335400.0001,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3745-3135-333539333737,441406.5116,-11224.5,1509.999929,660498.7031,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3748-3135-333539333737,441402.5,-11350.00002,1509.999902,335400.0001,scw-C3-JD-24,108
RF,5b8c7ab1-0000-374b-3135-333539333737,441406.5116,-11224.5,2341.999929,660498.7031,scw-C3-JD-24,108
RF,5b8c7ab1-0000-374e-3135-333539333737,441402.5,-11350.00002,2341.999902,335400.0001,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3751-3135-333539333737,442121,-11186.94504,1084.999931,132163.6778,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3754-3135-333539333737,440879,-11186.94504,1084.999931,132163.6778,scw-C3-JD-24,108
RF,5b8c7ab1-0000-3757-3135-333539333737,441500,-11100.00002,1322.433823,74400.00373,scw-C3-JD-24,108
RF,5b8c7ab1-0000-375a-3135-333539333737,441500,-11100.00002,847.5662008,74400,scw-C3-JD-24,132
RF,5b8c7ab1-0000-375d-3135-333539333737,434375.5,4224.499995,660.0004771,882310.3724,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3760-3135-333539333737,434375.5,4350.000016,660.0004691,448680,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3763-3135-333539333737,434375.5,4224.499995,1510.000477,882310.3724,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3766-3135-333539333737,434375.5,4350.000016,1510.000469,448680,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3769-3135-333539333737,434375.5,4224.499995,2342.000477,882310.3724,scw-C3-JD-24,12
RF,5b8c7ab1-0000-376c-3135-333539333737,434375.5,4350.000016,2342.000469,448680,scw-C3-JD-24,72
RF,5b8c7ab1-0000-376f-3135-333539333737,428468.6195,4224.500028,660.0004771,127248.6646,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3772-3135-333539333737,428472.5,4350.000016,660.0004705,65400,scw-C3-JD-24,108
RF,5b8c7ab1-0000-3775-3135-333539333737,428468.6195,4224.500028,1510.000477,127248.6646,scw-C3-JD-24,108
RF,5b8c7ab1-0000-3778-3135-333539333737,428472.5,4350.000016,1510.000471,65400,scw-C3-JD-24,72
RF,5b8c7ab1-0000-377b-3135-333539333737,428468.6195,4224.500028,2342.000477,127248.6646,scw-C3-JD-24,12
RF,5b8c7ab1-0000-377e-3135-333539333737,428472.5,4350.000016,2342.000471,65400,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3781-3135-333539333737,430624.5,4224.499995,660.0005748,882310.3723,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3784-3135-333539333737,430624.5,4350.000016,660.0005667,448680,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3787-3135-333539333737,430624.5,4224.499995,1510.000575,882310.3723,scw-C3-JD-24,12
RF,5b8c7ab1-0000-378a-3135-333539333737,430624.5,4350.000016,1510.000567,448680,scw-C3-JD-24,72
RF,5b8c7ab1-0000-378d-3135-333539333737,430624.5,4224.499995,2342.000575,882310.3724,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3790-3135-333539333737,430624.5,4350.000016,2342.000567,448680,scw-C3-JD-24,108
RF,5b8c7ab1-0000-3793-3135-333539333737,434996,4186.945044,1085.000401,132163.6778,scw-C3-JD-24,108
RF,5b8c7ab1-0000-3796-3135-333539333737,433754,4186.945044,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-3799-3135-333539333737,434375,4100.000016,1322.434292,74400,scw-C3-JD-24,12
RF,5b8c7ab1-0000-379c-3135-333539333737,434375,4100.000016,847.5666692,74400.00373,scw-C3-JD-24,132
RF,5b8c7ab1-0000-379f-3135-333539333737,431246,4186.945044,1085.000401,132163.6778,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37a2-3135-333539333737,430004,4186.945044,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-37a5-3135-333539333737,430625,4100.000016,1322.434292,74400,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37a8-3135-333539333737,430625,4100.000016,847.5666692,74400.00373,scw-C3-JD-24,72
RF,5b8c7ab1-0000-37ab-3135-333539333737,438125,4224.499995,660.0004771,882547.3728,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37ae-3135-333539333737,438125,4350.000016,660.0004691,448799.9998,scw-C3-JD-24,72
RF,5b8c7ab1-0000-37b1-3135-333539333737,438125,4224.499995,1510.000477,882547.3728,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37b4-3135-333539333737,438125,4350.000016,1510.000469,448799.9998,scw-C3-JD-24,72
RF,5b8c7ab1-0000-37b7-3135-333539333737,438125,4224.499995,2342.000477,882547.3728,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37ba-3135-333539333737,438125,4350.000016,2342.000469,448799.9998,scw-C3-JD-24,132
RF,5b8c7ab1-0000-37bd-3135-333539333737,438746,4186.945044,1085.000401,132163.6778,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37c0-3135-333539333737,437504,4186.945044,1085.0004,132163.6778,scw-C3-JD-24,132
RF,5b8c7ab1-0000-37c3-3135-333539333737,438125,4100.000016,1322.434292,74400,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37c6-3135-333539333737,438125,4100.000016,847.5666692,74400.00373,scw-C3-JD-24,132
RF,5b8c7ab1-0000-37c9-3135-333539333737,441406.5116,4224.499998,659.9999294,660498.7031,scw-C3-JD-24,12
RF,5b8c7ab1-0000-37cc-3135-333539333737,441402.5,4350.000016,659.9999015,335400.0001,scw-C3-JD-24,72
RF,5b8c7ab1-0000-37cf-3135-333539333737,441406.5116,4224.499998,1509.999929,660498.7031,scw-C3-JD-24,72
RF,5b8c7ab1-0000-37d2-3135-333539333737,441402.5,4350.000016,1509.999902,335400.0001,scw-C3-JD-24,108
RF,5b8c7ab1-0000-37d5-3135-333539333737,441406.5116,4224.499998,2341.999929,660498.7031,scw-C3-JD-24,108
RF,5b8c7ab1-0000-37d8-3135-333539333737,441402.5,4350.000016,2341.999902,335400.0001,scw-C3-JD-24,72
